season,week,team_id,alpha,P_fan,P_fan_mean,P_fan_std,P_fan_q025,P_fan_q975,S_total
18,1,NeNe Leakes__Tony Dovolani,0.0009336263174191117,0.07895062863826752,0.07867975533008575,0.002415804425254464,0.07452981173992157,0.08364932984113693,0.15910330414772034
18,2,Billy Dee Williams__Emma Slater,0.0009062861208803952,0.08547469973564148,0.08522535860538483,0.002501074690371752,0.08059892058372498,0.09067276865243912,0.1469501107931137
18,2,Danica McKellar__Valentin Chmerkovskiy,0.0009062861208803952,0.08324991166591644,0.08291785418987274,0.0029574045911431313,0.07805096358060837,0.09017354249954224,0.181610569357872
18,2,James Maslow__Peta Murgatroyd,0.0009062861208803952,0.10962565988302231,0.10979393869638443,0.010508479550480843,0.08760903775691986,0.12058929353952408,0.21208468079566956
18,2,Candace Cameron Bure__Mark Ballas,0.0009062861208803952,0.1095188707113266,0.1097477599978447,0.010496500879526138,0.08774451911449432,0.1204601526260376,0.19558444619178772
18,2,Sean Avery__Karina Smirnoff,0.0009062861208803952,0.05841820314526558,0.059641048312187195,0.012912956066429615,0.05147168040275574,0.08726160228252411,0.1444837749004364
18,2,Charlie White__Sharna Burgess,0.0009062861208803952,0.09229276329278946,0.09202457964420319,0.0032920672092586756,0.0851958841085434,0.09768269956111908,0.1947517693042755
18,2,Amy Purdy__Derek Hough,0.0009062861208803952,0.10677192360162735,0.10693494230508804,0.00918092392385006,0.08631519228219986,0.1166953593492508,0.20513257384300232
18,2,Meryl Davis__Maksim Chmerkoskiy,0.0009062861208803952,0.10637262463569641,0.10613631457090378,0.009311356581747532,0.08641806244850159,0.11626249551773071,0.20883163809776306
18,2,Drew Carey__Cheryl Burke,0.0009062861208803952,0.08189406991004944,0.08163952827453613,0.0032743189949542284,0.07660051435232162,0.08988812565803528,0.16795964539051056
18,2,Cody Simpson__Witney Carson,0.0009062861208803952,0.08240678161382675,0.08221219480037689,0.003122617257758975,0.07706338912248611,0.08849318325519562,0.17257070541381836
18,2,NeNe Leakes__Tony Dovolani,0.0009062861208803952,0.0839744433760643,0.08372653275728226,0.002750042360275984,0.0788348987698555,0.08996661752462387,0.17004001140594482
18,3,Danica McKellar__Valentin Chmerkovskiy,0.0005278541939333081,0.09780474752187729,0.0978066623210907,0.0044905925169587135,0.09252851456403732,0.10871070623397827,0.21356037259101868
18,3,James Maslow__Peta Murgatroyd,0.0005278541939333081,0.12761136889457703,0.12756888568401337,0.01013199146836996,0.10661537200212479,0.13867110013961792,0.24336698651313782
18,3,Candace Cameron Bure__Mark Ballas,0.0005278541939333081,0.12872140109539032,0.12854376435279846,0.010603067465126514,0.10677070170640945,0.13929206132888794,0.23161529004573822
18,3,Charlie White__Sharna Burgess,0.0005278541939333081,0.10677634179592133,0.1067170798778534,0.00243892939761281,0.10296835005283356,0.11232271790504456,0.2225319743156433
18,3,Amy Purdy__Derek Hough,0.0005278541939333081,0.12400750815868378,0.1242075115442276,0.008343243971467018,0.10529184341430664,0.13379324972629547,0.23976314067840576
18,3,Meryl Davis__Maksim Chmerkoskiy,0.0005278541939333081,0.1235971674323082,0.12354826927185059,0.008379603736102581,0.1060602068901062,0.13331381976604462,0.24899908900260925
18,3,Drew Carey__Cheryl Burke,0.0005278541939333081,0.09602534770965576,0.09606274962425232,0.005005716811865568,0.09050903469324112,0.10680709779262543,0.19248837232589722
18,3,Cody Simpson__Witney Carson,0.0005278541939333081,0.09705669432878494,0.09715531021356583,0.004646624438464642,0.09172579646110535,0.10810241103172302,0.2095968872308731
18,3,NeNe Leakes__Tony Dovolani,0.0005278541939333081,0.09839943051338196,0.09838980436325073,0.004207978956401348,0.09316673129796982,0.10880468785762787,0.19807788729667664
18,4,Danica McKellar__Valentin Chmerkovskiy,0.0006107905064709485,0.10207236558198929,0.1016801968216896,0.003676552092656493,0.09548605233430862,0.11021444946527481,0.20981647074222565
18,4,James Maslow__Peta Murgatroyd,0.0006107905064709485,0.12726306915283203,0.1272776573896408,0.01004725694656372,0.10502535104751587,0.14011870324611664,0.24510818719863892
18,4,Candace Cameron Bure__Mark Ballas,0.0006107905064709485,0.13577501475811005,0.13621319830417633,0.01355679240077734,0.10620123893022537,0.15030260384082794,0.23005110025405884
18,4,Charlie White__Sharna Burgess,0.0006107905064709485,0.11280202120542526,0.11240588873624802,0.004394630901515484,0.10367141664028168,0.12062634527683258,0.22391313314437866
18,4,Amy Purdy__Derek Hough,0.0006107905064709485,0.12939532101154327,0.12934260070323944,0.010947306640446186,0.10428367555141449,0.14258354902267456,0.24387343227863312
18,4,Meryl Davis__Maksim Chmerkoskiy,0.0006107905064709485,0.12868212163448334,0.12821166217327118,0.011005101725459099,0.1041790321469307,0.14179709553718567,0.2599952518939972
18,4,Drew Carey__Cheryl Burke,0.0006107905064709485,0.09155408293008804,0.09124936908483505,0.007041515316814184,0.08334928005933762,0.10807262361049652,0.20266519486904144
18,4,Cody Simpson__Witney Carson,0.0006107905064709485,0.07149935513734818,0.07315811514854431,0.01560321543365717,0.06257690489292145,0.1062227189540863,0.1758764684200287
18,4,NeNe Leakes__Tony Dovolani,0.0006107905064709485,0.10095667839050293,0.10046134889125824,0.00392638985067606,0.09370537847280502,0.10891211777925491,0.2087007761001587
18,5,Danica McKellar__Valentin Chmerkovskiy,0.0006895771366544068,0.10184773802757263,0.1015385165810585,0.0037378398701548576,0.0945938378572464,0.1092560663819313,0.22296574711799622
18,5,James Maslow__Peta Murgatroyd,0.0006895771366544068,0.12825708091259003,0.12757951021194458,0.010686858557164669,0.10465238243341446,0.14089597761631012,0.252480685710907
18,5,Candace Cameron Bure__Mark Ballas,0.0006895771366544068,0.1366598904132843,0.13736724853515625,0.013907946646213531,0.10576576739549637,0.1513333022594452,0.2453555464744568
18,5,Charlie White__Sharna Burgess,0.0006895771366544068,0.11276957392692566,0.11256929486989975,0.00440209312364459,0.10397081822156906,0.12073992937803268,0.2276764065027237
18,5,Amy Purdy__Derek Hough,0.0006895771366544068,0.1286710798740387,0.1289493441581726,0.01020861230790615,0.1060873344540596,0.14139758050441742,0.24357791244983673
18,5,Meryl Davis__Maksim Chmerkoskiy,0.0006895771366544068,0.12775900959968567,0.1275707483291626,0.010216787457466125,0.10384579002857208,0.13974012434482574,0.23956024646759033
18,5,Drew Carey__Cheryl Burke,0.0006895771366544068,0.09097889810800552,0.09035211056470871,0.007177955005317926,0.08224806189537048,0.10825197398662567,0.1779354214668274
18,5,Cody Simpson__Witney Carson,0.0006895771366544068,0.07225341349840164,0.07360032945871353,0.015237683430314064,0.06333283334970474,0.10591322928667068,0.17784348130226135
18,5,NeNe Leakes__Tony Dovolani,0.0006895771366544068,0.10080331563949585,0.10047296434640884,0.004100892227143049,0.09404007345438004,0.10964249819517136,0.2126045525074005
18,6,Danica McKellar__Valentin Chmerkovskiy,0.0006264076801016927,0.11065936833620071,0.11030007153749466,0.004469624254852533,0.10316742211580276,0.12043730169534683,0.23831894993782043
18,6,James Maslow__Peta Murgatroyd,0.0006264076801016927,0.14591723680496216,0.14656244218349457,0.013507967814803123,0.11707191169261932,0.16259948909282684,0.2700307071208954
18,6,Candace Cameron Bure__Mark Ballas,0.0006264076801016927,0.14906664192676544,0.14906220138072968,0.01516621932387352,0.11691238731145859,0.16571833193302155,0.26254183053970337
18,6,Charlie White__Sharna Burgess,0.0006264076801016927,0.12399139255285263,0.12351067364215851,0.0052965437062084675,0.11258035898208618,0.13357125222682953,0.25165095925331116
18,6,Amy Purdy__Derek Hough,0.0006264076801016927,0.1409742683172226,0.14086945354938507,0.011483320035040379,0.11631416529417038,0.1556089222431183,0.2757260203361511
18,6,Meryl Davis__Maksim Chmerkoskiy,0.0006264076801016927,0.13650132715702057,0.13658125698566437,0.009606690146028996,0.11478855460882187,0.14974893629550934,0.2783452868461609
18,6,Drew Carey__Cheryl Burke,0.0006264076801016927,0.08633466064929962,0.08676719665527344,0.013126454316079617,0.0774083361029625,0.11645931005477905,0.19980983436107635
18,6,NeNe Leakes__Tony Dovolani,0.0006264076801016927,0.1065550372004509,0.10634676367044449,0.0057373070158064365,0.09840672463178635,0.12045491486787796,0.22357630729675293
18,7,Danica McKellar__Valentin Chmerkovskiy,0.00039271253626793623,0.1176239624619484,0.11742852628231049,0.0069790068082511425,0.10817064344882965,0.13480110466480255,0.2599164545536041
